"Date","Daily Sterling overnight index average (SONIA) rate              [a] [b]             IUDSOIA"
"03 Oct 18","0.7015"
"02 Oct 18","0.7026"
"01 Oct 18","0.7021"
"28 Sep 18","0.6964"
"27 Sep 18","0.7015"
"26 Sep 18","0.699"
"25 Sep 18","0.6995"
"24 Sep 18","0.701"
"21 Sep 18","0.7003"
"20 Sep 18","0.6999"
"19 Sep 18","0.7005"
"18 Sep 18","0.7015"
"17 Sep 18","0.7013"
"14 Sep 18","0.7016"
"13 Sep 18","0.7024"
"12 Sep 18","0.7025"
"11 Sep 18","0.7003"
"10 Sep 18","0.7016"
"07 Sep 18","0.7028"
"06 Sep 18","0.7032"
"05 Sep 18","0.7022"
"04 Sep 18","0.7046"
"03 Sep 18","0.702"
"31 Aug 18","0.7042"
"30 Aug 18","0.7058"
"29 Aug 18","0.7048"
"28 Aug 18","0.7032"
"24 Aug 18","0.7036"
"23 Aug 18","0.7035"
"22 Aug 18","0.7028"
"21 Aug 18","0.7037"
"20 Aug 18","0.7039"
"17 Aug 18","0.703"
"16 Aug 18","0.7024"
"15 Aug 18","0.7018"
"14 Aug 18","0.7021"
"13 Aug 18","0.7037"
"10 Aug 18","0.7035"
"09 Aug 18","0.7019"
"08 Aug 18","0.7028"
"07 Aug 18","0.7011"
"06 Aug 18","0.7006"
"03 Aug 18","0.7028"
"02 Aug 18","0.6897"
"01 Aug 18","0.4522"
"31 Jul 18","0.4503"
"30 Jul 18","0.4523"
"27 Jul 18","0.4532"
"26 Jul 18","0.4532"
"25 Jul 18","0.454"
"24 Jul 18","0.4548"
"23 Jul 18","0.4537"
"20 Jul 18","0.4557"
"19 Jul 18","0.4538"
"18 Jul 18","0.4543"
"17 Jul 18","0.4541"
"16 Jul 18","0.4552"
"13 Jul 18","0.4565"
"12 Jul 18","0.4563"
"11 Jul 18","0.4544"
"10 Jul 18","0.4549"
"09 Jul 18","0.4567"
"06 Jul 18","0.458"
"05 Jul 18","0.4563"
"04 Jul 18","0.4546"
"03 Jul 18","0.4543"
"02 Jul 18","0.4531"
"29 Jun 18","0.4399"
"28 Jun 18","0.4515"
"27 Jun 18","0.4495"
"26 Jun 18","0.4498"
"25 Jun 18","0.4512"
"22 Jun 18","0.4491"
"21 Jun 18","0.4513"
"20 Jun 18","0.4495"
"19 Jun 18","0.4507"
"18 Jun 18","0.4515"
"15 Jun 18","0.4505"
"14 Jun 18","0.4512"
"13 Jun 18","0.4489"
"12 Jun 18","0.4501"
"11 Jun 18","0.4514"
"08 Jun 18","0.4535"
"07 Jun 18","0.4531"
"06 Jun 18","0.4519"
"05 Jun 18","0.4525"
"04 Jun 18","0.4522"
"01 Jun 18","0.4544"
"31 May 18","0.4503"
"30 May 18","0.4519"
"29 May 18","0.4537"
"25 May 18","0.4533"
"24 May 18","0.4532"
"23 May 18","0.4533"
"22 May 18","0.4521"
"21 May 18","0.4527"
"18 May 18","0.454"
"17 May 18","0.4533"
"16 May 18","0.4528"
"15 May 18","0.4511"
"14 May 18","0.4513"
"11 May 18","0.4542"
"10 May 18","0.4539"
"09 May 18","0.4553"
"08 May 18","0.4542"
"04 May 18","0.4556"
"03 May 18","0.4527"
"02 May 18","0.4515"
"01 May 18","0.4497"
"30 Apr 18","0.4507"
"27 Apr 18","0.4548"
"26 Apr 18","0.4549"
"25 Apr 18","0.454"
"24 Apr 18","0.4537"
"23 Apr 18","0.4529"
"20 Apr 18","0.4646"
"19 Apr 18","0.4651"
"18 Apr 18","0.467"
"17 Apr 18","0.4664"
"16 Apr 18","0.4659"
"13 Apr 18","0.4657"
"12 Apr 18","0.4637"
"11 Apr 18","0.4633"
"10 Apr 18","0.4666"
"09 Apr 18","0.4651"
"06 Apr 18","0.4666"
"05 Apr 18","0.4653"
"04 Apr 18","0.4624"
"03 Apr 18","0.4652"
"29 Mar 18","0.4435"
"28 Mar 18","0.4638"
"27 Mar 18","0.4652"
"26 Mar 18","0.4666"
"23 Mar 18","0.468"
"22 Mar 18","0.4634"
"21 Mar 18","0.4667"
"20 Mar 18","0.4636"
"19 Mar 18","0.4633"
"16 Mar 18","0.4644"
"15 Mar 18","0.4659"
"14 Mar 18","0.4637"
"13 Mar 18","0.4637"
"12 Mar 18","0.465"
"09 Mar 18","0.4627"
"08 Mar 18","0.4645"
"07 Mar 18","0.4648"
"06 Mar 18","0.4647"
"05 Mar 18","0.4643"
"02 Mar 18","0.4655"
"01 Mar 18","0.4646"
"28 Feb 18","0.4612"
"27 Feb 18","0.4656"
"26 Feb 18","0.4639"
"23 Feb 18","0.4668"
"22 Feb 18","0.4637"
"21 Feb 18","0.4629"
"20 Feb 18","0.4636"
"19 Feb 18","0.462"
"16 Feb 18","0.4637"
"15 Feb 18","0.4642"
"14 Feb 18","0.4651"
"13 Feb 18","0.4636"
"12 Feb 18","0.463"
"09 Feb 18","0.4634"
"08 Feb 18","0.4624"
"07 Feb 18","0.4618"
"06 Feb 18","0.4626"
"05 Feb 18","0.4619"
"02 Feb 18","0.4632"
"01 Feb 18","0.4636"
"31 Jan 18","0.4668"
"30 Jan 18","0.4627"
"29 Jan 18","0.4613"
"26 Jan 18","0.4633"
"25 Jan 18","0.4618"
"24 Jan 18","0.462"
"23 Jan 18","0.4619"
"22 Jan 18","0.463"
"19 Jan 18","0.4634"
"18 Jan 18","0.4619"
"17 Jan 18","0.4615"
"16 Jan 18","0.4605"
"15 Jan 18","0.4638"
"12 Jan 18","0.468"
"11 Jan 18","0.4655"
"10 Jan 18","0.4647"
"09 Jan 18","0.4627"
"08 Jan 18","0.4632"
"05 Jan 18","0.4625"
"04 Jan 18","0.4618"
"03 Jan 18","0.4642"
"02 Jan 18","0.4622"
"29 Dec 17","0.4123"
"28 Dec 17","0.4665"
"27 Dec 17","0.466"
"22 Dec 17","0.4647"
"21 Dec 17","0.4643"
"20 Dec 17","0.4684"
"19 Dec 17","0.469"
"18 Dec 17","0.4659"
"15 Dec 17","0.4637"
"14 Dec 17","0.4624"
"13 Dec 17","0.4627"
"12 Dec 17","0.4612"
"11 Dec 17","0.4623"
"08 Dec 17","0.4629"
"07 Dec 17","0.4664"
"06 Dec 17","0.4594"
"05 Dec 17","0.4655"
"04 Dec 17","0.4667"
"01 Dec 17","0.4661"
"30 Nov 17","0.4623"
"29 Nov 17","0.4663"
"28 Nov 17","0.4634"
"27 Nov 17","0.4618"
"24 Nov 17","0.4635"
"23 Nov 17","0.4624"
"22 Nov 17","0.4622"
"21 Nov 17","0.4617"
"20 Nov 17","0.4623"
"17 Nov 17","0.4638"
"16 Nov 17","0.4622"
"15 Nov 17","0.4632"
"14 Nov 17","0.4644"
"13 Nov 17","0.4662"
"10 Nov 17","0.4622"
"09 Nov 17","0.4628"
"08 Nov 17","0.4632"
"07 Nov 17","0.4624"
"06 Nov 17","0.4649"
"03 Nov 17","0.4628"
"02 Nov 17","0.4055"
"01 Nov 17","0.2145"
"31 Oct 17","0.2096"
"30 Oct 17","0.216"
"27 Oct 17","0.2131"
"26 Oct 17","0.214"
"25 Oct 17","0.2147"
"24 Oct 17","0.2126"
"23 Oct 17","0.2131"
"20 Oct 17","0.2141"
"19 Oct 17","0.2141"
"18 Oct 17","0.2128"
"17 Oct 17","0.2118"
"16 Oct 17","0.2093"
"13 Oct 17","0.2082"
"12 Oct 17","0.2072"
"11 Oct 17","0.2086"
"10 Oct 17","0.2065"
"09 Oct 17","0.2099"
"06 Oct 17","0.2078"
"05 Oct 17","0.2093"
"04 Oct 17","0.2085"
"03 Oct 17","0.2094"
"02 Oct 17","0.2108"
"29 Sep 17","0.1991"
"28 Sep 17","0.2101"
"27 Sep 17","0.2094"
"26 Sep 17","0.2097"
"25 Sep 17","0.2106"
"22 Sep 17","0.2113"
"21 Sep 17","0.2145"
"20 Sep 17","0.2172"
"19 Sep 17","0.2152"
"18 Sep 17","0.2151"
"15 Sep 17","0.2169"
"14 Sep 17","0.2148"
"13 Sep 17","0.2148"
"12 Sep 17","0.2146"
"11 Sep 17","0.2132"
"08 Sep 17","0.2144"
"07 Sep 17","0.2108"
"06 Sep 17","0.2112"
"05 Sep 17","0.2118"
"04 Sep 17","0.2122"
"01 Sep 17","0.2123"
"31 Aug 17","0.2109"
"30 Aug 17","0.2133"
"29 Aug 17","0.2142"
"25 Aug 17","0.2159"
"24 Aug 17","0.211"
"23 Aug 17","0.212"
"22 Aug 17","0.2116"
"21 Aug 17","0.2115"
"18 Aug 17","0.2123"
"17 Aug 17","0.2156"
"16 Aug 17","0.2137"
"15 Aug 17","0.213"
"14 Aug 17","0.2123"
"11 Aug 17","0.2133"
"10 Aug 17","0.2126"
"09 Aug 17","0.2148"
"08 Aug 17","0.2159"
"07 Aug 17","0.2125"
"04 Aug 17","0.2129"
"03 Aug 17","0.2143"
"02 Aug 17","0.2143"
"01 Aug 17","0.2115"
"31 Jul 17","0.2034"
"28 Jul 17","0.212"
"27 Jul 17","0.2115"
"26 Jul 17","0.2121"
"25 Jul 17","0.2119"
"24 Jul 17","0.2123"
"21 Jul 17","0.2142"
"20 Jul 17","0.2119"
"19 Jul 17","0.2103"
"18 Jul 17","0.2117"
"17 Jul 17","0.2134"
"14 Jul 17","0.2144"
"13 Jul 17","0.2145"
"12 Jul 17","0.2148"
"11 Jul 17","0.2142"
"10 Jul 17","0.2124"
"07 Jul 17","0.2143"
"06 Jul 17","0.2129"
"05 Jul 17","0.212"
"04 Jul 17","0.2118"
"03 Jul 17","0.2137"
"30 Jun 17","0.194"
"29 Jun 17","0.2129"
"28 Jun 17","0.2116"
"27 Jun 17","0.2139"
"26 Jun 17","0.2131"
"23 Jun 17","0.2157"
"22 Jun 17","0.2147"
"21 Jun 17","0.2149"
"20 Jun 17","0.2173"
"19 Jun 17","0.213"
"16 Jun 17","0.2124"
"15 Jun 17","0.2123"
"14 Jun 17","0.2123"
"13 Jun 17","0.2122"
"12 Jun 17","0.2108"
"09 Jun 17","0.2116"
"08 Jun 17","0.2118"
"07 Jun 17","0.2114"
"06 Jun 17","0.2122"
"05 Jun 17","0.2114"
"02 Jun 17","0.213"
"01 Jun 17","0.2131"
"31 May 17","0.2087"
"30 May 17","0.2119"
"26 May 17","0.213"
"25 May 17","0.2122"
"24 May 17","0.2106"
"23 May 17","0.2112"
"22 May 17","0.2114"
"19 May 17","0.2137"
"18 May 17","0.2133"
"17 May 17","0.2147"
"16 May 17","0.2142"
"15 May 17","0.2137"
"12 May 17","0.2146"
"11 May 17","0.2131"
"10 May 17","0.2155"
"09 May 17","0.2142"
"08 May 17","0.2136"
"05 May 17","0.2136"
"04 May 17","0.2106"
"03 May 17","0.2104"
"02 May 17","0.2111"
"28 Apr 17","0.2108"
"27 Apr 17","0.2111"
"26 Apr 17","0.2127"
"25 Apr 17","0.2122"
"24 Apr 17","0.2118"
"21 Apr 17","0.2121"
"20 Apr 17","0.2124"
"19 Apr 17","0.2117"
"18 Apr 17","0.2112"
"13 Apr 17","0.2122"
"12 Apr 17","0.2101"
"11 Apr 17","0.2112"
"10 Apr 17","0.2116"
"07 Apr 17","0.2108"
"06 Apr 17","0.211"
"05 Apr 17","0.2095"
"04 Apr 17","0.2112"
"03 Apr 17","0.2107"
"31 Mar 17","0.174"
"30 Mar 17","0.2136"
"29 Mar 17","0.2116"
"28 Mar 17","0.21"
"27 Mar 17","0.2092"
"24 Mar 17","0.2127"
"23 Mar 17","0.2126"
"22 Mar 17","0.2104"
"21 Mar 17","0.2124"
"20 Mar 17","0.2109"
"17 Mar 17","0.2099"
"16 Mar 17","0.2094"
"15 Mar 17","0.2105"
"14 Mar 17","0.2106"
"13 Mar 17","0.2101"
"10 Mar 17","0.213"
"09 Mar 17","0.2114"
"08 Mar 17","0.2111"
"07 Mar 17","0.2109"
"06 Mar 17","0.2118"
"03 Mar 17","0.2102"
"02 Mar 17","0.2112"
"01 Mar 17","0.2119"
"28 Feb 17","0.203"
"27 Feb 17","0.2111"
"24 Feb 17","0.212"
"23 Feb 17","0.2099"
"22 Feb 17","0.2172"
"21 Feb 17","0.2131"
"20 Feb 17","0.2112"
"17 Feb 17","0.2115"
"16 Feb 17","0.2109"
"15 Feb 17","0.2083"
"14 Feb 17","0.2097"
"13 Feb 17","0.209"
"10 Feb 17","0.2101"
"09 Feb 17","0.208"
"08 Feb 17","0.2105"
"07 Feb 17","0.2103"
"06 Feb 17","0.212"
"03 Feb 17","0.2118"
"02 Feb 17","0.2123"
"01 Feb 17","0.211"
"31 Jan 17","0.2078"
"30 Jan 17","0.215"
"27 Jan 17","0.2162"
"26 Jan 17","0.2132"
"25 Jan 17","0.2138"
"24 Jan 17","0.2131"
"23 Jan 17","0.2152"
"20 Jan 17","0.2154"
"19 Jan 17","0.2139"
"18 Jan 17","0.2139"
"17 Jan 17","0.2129"
"16 Jan 17","0.2125"
"13 Jan 17","0.2127"
"12 Jan 17","0.2128"
"11 Jan 17","0.2113"
"10 Jan 17","0.2122"
"09 Jan 17","0.214"
"06 Jan 17","0.2126"
"05 Jan 17","0.2132"
"04 Jan 17","0.2143"
"03 Jan 17","0.2177"
"30 Dec 16","0.1618"
"29 Dec 16","0.215"
"28 Dec 16","0.2185"
"23 Dec 16","0.2151"
"22 Dec 16","0.2137"
"21 Dec 16","0.2203"
"20 Dec 16","0.2207"
"19 Dec 16","0.2177"
"16 Dec 16","0.2144"
"15 Dec 16","0.2201"
"14 Dec 16","0.2122"
"13 Dec 16","0.2163"
"12 Dec 16","0.2125"
"09 Dec 16","0.2127"
"08 Dec 16","0.2161"
"07 Dec 16","0.2118"
"06 Dec 16","0.2114"
"05 Dec 16","0.2134"
"02 Dec 16","0.2115"
"01 Dec 16","0.2147"
"30 Nov 16","0.2024"
"29 Nov 16","0.2116"
"28 Nov 16","0.2129"
"25 Nov 16","0.2106"
"24 Nov 16","0.2118"
"23 Nov 16","0.2119"
"22 Nov 16","0.2108"
"21 Nov 16","0.2099"
"18 Nov 16","0.2117"
"17 Nov 16","0.2101"
"16 Nov 16","0.2103"
"15 Nov 16","0.2106"
"14 Nov 16","0.2106"
"11 Nov 16","0.214"
"10 Nov 16","0.2137"
"09 Nov 16","0.2102"
"08 Nov 16","0.2116"
"07 Nov 16","0.2108"
"04 Nov 16","0.2106"
"03 Nov 16","0.2121"
"02 Nov 16","0.2082"
"01 Nov 16","0.2122"
"31 Oct 16","0.1999"
"28 Oct 16","0.2092"
"27 Oct 16","0.209"
"26 Oct 16","0.2105"
"25 Oct 16","0.2117"
"24 Oct 16","0.2115"
"21 Oct 16","0.2112"
"20 Oct 16","0.2125"
"19 Oct 16","0.2136"
"18 Oct 16","0.2112"
"17 Oct 16","0.2113"
"14 Oct 16","0.2109"
"13 Oct 16","0.214"
"12 Oct 16","0.2174"
"11 Oct 16","0.2148"
"10 Oct 16","0.2166"
"07 Oct 16","0.2134"
"06 Oct 16","0.2157"
"05 Oct 16","0.2104"
"04 Oct 16","0.2139"
"03 Oct 16","0.2139"
"30 Sep 16","0.1624"
"29 Sep 16","0.2136"
"28 Sep 16","0.2144"
"27 Sep 16","0.2139"
"26 Sep 16","0.2124"
"23 Sep 16","0.2152"
"22 Sep 16","0.2073"
"21 Sep 16","0.2155"
"20 Sep 16","0.213"
"19 Sep 16","0.2134"
"16 Sep 16","0.2141"
"15 Sep 16","0.2156"
"14 Sep 16","0.2197"
"13 Sep 16","0.22"
"12 Sep 16","0.2198"
"09 Sep 16","0.219"
"08 Sep 16","0.2189"
"07 Sep 16","0.2173"
"06 Sep 16","0.2159"
"05 Sep 16","0.2168"
"02 Sep 16","0.214"
"01 Sep 16","0.2144"
"31 Aug 16","0.2018"
"30 Aug 16","0.2161"
"26 Aug 16","0.2152"
"25 Aug 16","0.2174"
"24 Aug 16","0.2153"
"23 Aug 16","0.2138"
"22 Aug 16","0.2133"
"19 Aug 16","0.2146"
"18 Aug 16","0.2118"
"17 Aug 16","0.2098"
"16 Aug 16","0.2115"
"15 Aug 16","0.211"
"12 Aug 16","0.2111"
"11 Aug 16","0.2141"
"10 Aug 16","0.2122"
"09 Aug 16","0.2107"
"08 Aug 16","0.2175"
"05 Aug 16","0.2139"
"04 Aug 16","0.246"
"03 Aug 16","0.4565"
"02 Aug 16","0.4604"
"01 Aug 16","0.457"
"29 Jul 16","0.4534"
"28 Jul 16","0.4575"
"27 Jul 16","0.4589"
"26 Jul 16","0.4603"
"25 Jul 16","0.4565"
"22 Jul 16","0.4632"
"21 Jul 16","0.4671"
"20 Jul 16","0.4615"
"19 Jul 16","0.4581"
"18 Jul 16","0.4617"
"15 Jul 16","0.4666"
"14 Jul 16","0.3954"
"13 Jul 16","0.4593"
"12 Jul 16","0.4598"
"11 Jul 16","0.4603"
"08 Jul 16","0.461"
"07 Jul 16","0.4612"
"06 Jul 16","0.4608"
"05 Jul 16","0.4601"
"04 Jul 16","0.4655"
"01 Jul 16","0.4635"
"30 Jun 16","0.4416"
"29 Jun 16","0.4569"
"28 Jun 16","0.4585"
"27 Jun 16","0.4584"
"24 Jun 16","0.4581"
"23 Jun 16","0.4604"
"22 Jun 16","0.4618"
"21 Jun 16","0.4589"
"20 Jun 16","0.4604"
"17 Jun 16","0.4613"
"16 Jun 16","0.464"
"15 Jun 16","0.4597"
"14 Jun 16","0.4593"
"13 Jun 16","0.4578"
"10 Jun 16","0.4607"
"09 Jun 16","0.4612"
"08 Jun 16","0.4607"
"07 Jun 16","0.4632"
"06 Jun 16","0.4624"
"03 Jun 16","0.4651"
"02 Jun 16","0.461"
"01 Jun 16","0.4633"
"31 May 16","0.4542"
"27 May 16","0.4666"
"26 May 16","0.4653"
"25 May 16","0.4651"
"24 May 16","0.4669"
"23 May 16","0.4623"
"20 May 16","0.4642"
"19 May 16","0.4649"
"18 May 16","0.4648"
"17 May 16","0.4629"
"16 May 16","0.4633"
"13 May 16","0.4635"
"12 May 16","0.461"
"11 May 16","0.4609"
"10 May 16","0.4606"
"09 May 16","0.463"
"06 May 16","0.4631"
"05 May 16","0.4619"
"04 May 16","0.4707"
"03 May 16","0.4609"
"29 Apr 16","0.4584"
"28 Apr 16","0.4616"
"27 Apr 16","0.4594"
"26 Apr 16","0.4613"
"25 Apr 16","0.4679"
"22 Apr 16","0.4711"
"21 Apr 16","0.4641"
"20 Apr 16","0.4646"
"19 Apr 16","0.4706"
"18 Apr 16","0.4699"
"15 Apr 16","0.4719"
"14 Apr 16","0.4717"
"13 Apr 16","0.4696"
"12 Apr 16","0.4722"
"11 Apr 16","0.4665"
"08 Apr 16","0.466"
"07 Apr 16","0.4643"
"06 Apr 16","0.4666"
"05 Apr 16","0.4669"
"04 Apr 16","0.4632"
"01 Apr 16","0.4651"
"31 Mar 16","0.4128"
"30 Mar 16","0.4638"
"29 Mar 16","0.4656"
"24 Mar 16","0.4679"
"23 Mar 16","0.4694"
"22 Mar 16","0.464"
"21 Mar 16","0.4685"
"18 Mar 16","0.4664"
"17 Mar 16","0.4636"
"16 Mar 16","0.467"
"15 Mar 16","0.466"
"14 Mar 16","0.4689"
"11 Mar 16","0.472"
"10 Mar 16","0.4681"
"09 Mar 16","0.4665"
"08 Mar 16","0.4666"
"07 Mar 16","0.4688"
"04 Mar 16","0.4712"
"03 Mar 16","0.4666"
"02 Mar 16","0.466"
"01 Mar 16","0.4672"
"29 Feb 16","0.4545"
"26 Feb 16","0.4728"
"25 Feb 16","0.4632"
"24 Feb 16","0.4637"
"23 Feb 16","0.4608"
"22 Feb 16","0.4668"
"19 Feb 16","0.4624"
"18 Feb 16","0.4618"
"17 Feb 16","0.4627"
"16 Feb 16","0.472"
"15 Feb 16","0.4669"
"12 Feb 16","0.4678"
"11 Feb 16","0.467"
"10 Feb 16","0.4666"
"09 Feb 16","0.4671"
"08 Feb 16","0.4674"
"05 Feb 16","0.4672"
"04 Feb 16","0.4686"
"03 Feb 16","0.4671"
"02 Feb 16","0.4663"
"01 Feb 16","0.466"
"29 Jan 16","0.4517"
"28 Jan 16","0.4668"
"27 Jan 16","0.468"
"26 Jan 16","0.4669"
"25 Jan 16","0.472"
"22 Jan 16","0.4716"
"21 Jan 16","0.4693"
"20 Jan 16","0.4638"
"19 Jan 16","0.4632"
"18 Jan 16","0.4644"
"15 Jan 16","0.468"
"14 Jan 16","0.4635"
"13 Jan 16","0.4636"
"12 Jan 16","0.4636"
"11 Jan 16","0.4638"
"08 Jan 16","0.466"
"07 Jan 16","0.4668"
"06 Jan 16","0.4717"
"05 Jan 16","0.4676"
"04 Jan 16","0.4648"
"31 Dec 15","0.3475"
"30 Dec 15","0.4618"
"29 Dec 15","0.4618"
"24 Dec 15","0.4604"
"23 Dec 15","0.4607"
"22 Dec 15","0.4617"
"21 Dec 15","0.4619"
"18 Dec 15","0.4673"
"17 Dec 15","0.4629"
"16 Dec 15","0.4644"
"15 Dec 15","0.4614"
"14 Dec 15","0.4642"
"11 Dec 15","0.4623"
"10 Dec 15","0.4613"
"09 Dec 15","0.4638"
"08 Dec 15","0.4615"
"07 Dec 15","0.4715"
"04 Dec 15","0.4622"
"03 Dec 15","0.4626"
"02 Dec 15","0.4638"
"01 Dec 15","0.4617"
"30 Nov 15","0.4539"
"27 Nov 15","0.4723"
"26 Nov 15","0.4621"
"25 Nov 15","0.4661"
"24 Nov 15","0.4628"
"23 Nov 15","0.4635"
"20 Nov 15","0.4627"
"19 Nov 15","0.4634"
"18 Nov 15","0.4639"
"17 Nov 15","0.4628"
"16 Nov 15","0.4625"
"13 Nov 15","0.4642"
"12 Nov 15","0.4611"
"11 Nov 15","0.4641"
"10 Nov 15","0.4667"
"09 Nov 15","0.464"
"06 Nov 15","0.4633"
"05 Nov 15","0.4646"
"04 Nov 15","0.4641"
"03 Nov 15","0.4629"
"02 Nov 15","0.4638"
"30 Oct 15","0.4482"
"29 Oct 15","0.4617"
"28 Oct 15","0.46"
"27 Oct 15","0.4633"
"26 Oct 15","0.462"
"23 Oct 15","0.4603"
"22 Oct 15","0.4649"
"21 Oct 15","0.465"
"20 Oct 15","0.4619"
"19 Oct 15","0.4642"
"16 Oct 15","0.4613"
"15 Oct 15","0.4603"
"14 Oct 15","0.4583"
"13 Oct 15","0.4577"
"12 Oct 15","0.4706"
"09 Oct 15","0.4692"
"08 Oct 15","0.4729"
"07 Oct 15","0.4621"
"06 Oct 15","0.465"
"05 Oct 15","0.4591"
"02 Oct 15","0.4599"
"01 Oct 15","0.4596"
"30 Sep 15","0.3518"
"29 Sep 15","0.4597"
"28 Sep 15","0.4584"
"25 Sep 15","0.4615"
"24 Sep 15","0.4615"
"23 Sep 15","0.462"
"22 Sep 15","0.463"
"21 Sep 15","0.4672"
"18 Sep 15","0.4582"
"17 Sep 15","0.4548"
"16 Sep 15","0.4528"
"15 Sep 15","0.4553"
"14 Sep 15","0.4606"
"11 Sep 15","0.4636"
"10 Sep 15","0.4641"
"09 Sep 15","0.4619"
"08 Sep 15","0.4536"
"07 Sep 15","0.4591"
"04 Sep 15","0.4511"
"03 Sep 15","0.4579"
"02 Sep 15","0.4594"
"01 Sep 15","0.4586"
"28 Aug 15","0.4526"
"27 Aug 15","0.4604"
"26 Aug 15","0.4638"
"25 Aug 15","0.4612"
"24 Aug 15","0.4612"
"21 Aug 15","0.4628"
"20 Aug 15","0.4607"
"19 Aug 15","0.455"
"18 Aug 15","0.4525"
"17 Aug 15","0.4614"
"14 Aug 15","0.4613"
"13 Aug 15","0.4587"
"12 Aug 15","0.4589"
"11 Aug 15","0.4607"
"10 Aug 15","0.459"
"07 Aug 15","0.4594"
"06 Aug 15","0.4591"
"05 Aug 15","0.4563"
"04 Aug 15","0.4575"
"03 Aug 15","0.4573"
"31 Jul 15","0.4481"
"30 Jul 15","0.4571"
"29 Jul 15","0.4551"
"28 Jul 15","0.4563"
"27 Jul 15","0.4536"
"24 Jul 15","0.4535"
"23 Jul 15","0.4548"
"22 Jul 15","0.4524"
"21 Jul 15","0.4597"
"20 Jul 15","0.4566"
"17 Jul 15","0.457"
"16 Jul 15","0.4578"
"15 Jul 15","0.4561"
"14 Jul 15","0.4545"
"13 Jul 15","0.4521"
"10 Jul 15","0.4525"
"09 Jul 15","0.4549"
"08 Jul 15","0.457"
"07 Jul 15","0.4539"
"06 Jul 15","0.4515"
"03 Jul 15","0.4564"
"02 Jul 15","0.4528"
"01 Jul 15","0.4581"
"30 Jun 15","0.3947"
"29 Jun 15","0.4551"
"26 Jun 15","0.4577"
"25 Jun 15","0.4573"
"24 Jun 15","0.4561"
"23 Jun 15","0.4613"
"22 Jun 15","0.4602"
"19 Jun 15","0.4584"
"18 Jun 15","0.4603"
"17 Jun 15","0.4613"
"16 Jun 15","0.4626"
"15 Jun 15","0.4587"
"12 Jun 15","0.4596"
"11 Jun 15","0.4621"
"10 Jun 15","0.4639"
"09 Jun 15","0.4593"
"08 Jun 15","0.4599"
"05 Jun 15","0.4592"
"04 Jun 15","0.4625"
"03 Jun 15","0.4602"
"02 Jun 15","0.4554"
"01 Jun 15","0.4603"
"29 May 15","0.4506"
"28 May 15","0.4638"
"27 May 15","0.4629"
"26 May 15","0.4624"
"22 May 15","0.47"
"21 May 15","0.4596"
"20 May 15","0.4661"
"19 May 15","0.4644"
"18 May 15","0.4605"
"15 May 15","0.4605"
"14 May 15","0.4615"
"13 May 15","0.4613"
"12 May 15","0.461"
"11 May 15","0.4583"
"08 May 15","0.4621"
"07 May 15","0.4611"
"06 May 15","0.4632"
"05 May 15","0.4655"
"01 May 15","0.4623"
"30 Apr 15","0.4529"
"29 Apr 15","0.4608"
"28 Apr 15","0.4566"
"27 Apr 15","0.4651"
"24 Apr 15","0.461"
"23 Apr 15","0.4585"
"22 Apr 15","0.459"
"21 Apr 15","0.4593"
"20 Apr 15","0.4547"
"17 Apr 15","0.4609"
"16 Apr 15","0.4601"
"15 Apr 15","0.4577"
"14 Apr 15","0.4575"
"13 Apr 15","0.4537"
"10 Apr 15","0.4547"
"09 Apr 15","0.4526"
"08 Apr 15","0.4541"
"07 Apr 15","0.4561"
"02 Apr 15","0.4555"
"01 Apr 15","0.4573"
"31 Mar 15","0.4217"
"30 Mar 15","0.4615"
"27 Mar 15","0.4637"
"26 Mar 15","0.4554"
"25 Mar 15","0.4586"
"24 Mar 15","0.464"
"23 Mar 15","0.4607"
"20 Mar 15","0.4599"
"19 Mar 15","0.457"
"18 Mar 15","0.4607"
"17 Mar 15","0.452"
"16 Mar 15","0.4496"
"13 Mar 15","0.4529"
"12 Mar 15","0.4521"
"11 Mar 15","0.4559"
"10 Mar 15","0.4589"
"09 Mar 15","0.4627"
"06 Mar 15","0.4576"
"05 Mar 15","0.4628"
"04 Mar 15","0.4575"
"03 Mar 15","0.4605"
"02 Mar 15","0.4639"
"27 Feb 15","0.4442"
"26 Feb 15","0.4669"
"25 Feb 15","0.4574"
"24 Feb 15","0.4598"
"23 Feb 15","0.4505"
"20 Feb 15","0.4568"
"19 Feb 15","0.4654"
"18 Feb 15","0.4643"
"17 Feb 15","0.4625"
"16 Feb 15","0.4562"
"13 Feb 15","0.4524"
"12 Feb 15","0.4423"
"11 Feb 15","0.4431"
"10 Feb 15","0.441"
"09 Feb 15","0.4427"
"06 Feb 15","0.4453"
"05 Feb 15","0.4427"
"04 Feb 15","0.4345"
"03 Feb 15","0.45"
"02 Feb 15","0.4443"
"30 Jan 15","0.4195"
"29 Jan 15","0.4407"
"28 Jan 15","0.4474"
"27 Jan 15","0.4322"
"26 Jan 15","0.4443"
"23 Jan 15","0.4461"
"22 Jan 15","0.4325"
"21 Jan 15","0.4366"
"20 Jan 15","0.4338"
"19 Jan 15","0.4422"
"16 Jan 15","0.4372"
"15 Jan 15","0.4384"
"14 Jan 15","0.4334"
"13 Jan 15","0.4348"
"12 Jan 15","0.4352"
"09 Jan 15","0.4327"
"08 Jan 15","0.4339"
"07 Jan 15","0.4292"
